page,row,date,time,title,body
187,1,"2021-04-07","08:59:36","이마트24 ""봄 도시락·벚꽃 커피컵으로 봄 만끽하세요""","[파이낸셜뉴스] 이마트24가 봄 기운을느낄 수 있는 도시락과 벚꽃 커피컵을 선보인다. 이마트24는 봄철 주꾸미와 봄 나물로 구성된 ‘주꾸미 봄나물 비빔밥’을 새롭게 출시한다고 7일 밝혔다. 주꾸미 봄나물 비빔밥은 봄 제철 식재료인 주꾸미와 돌나물, 참나물 등 봄나물을 사용해 입안 가득 봄 향기를 느낄수 있도록 만든 시즌 도시락이다. 고추장과 참기름이 별도로 구성되어 취향에 따라 즐길 수 있도록 했다.  주꾸미볶음 삼각김밥도선보인다. 매콤하고 고소한 소고기고추장비빔밥에 주꾸미 야채볶음을 토핑으로 넣은 삼각김밥이다. 일반 밥 대신 소고기고추장으로 양념을 한 밥을 사용해 감칠맛을 더했다. 주꾸미 도시락과 삼각김밥은 7월까지 한정 판매한다. 또한, 이마트24의 즉석원두커피 브랜드 이프레소컵에서도 봄 기운을 느낄 수 있다. 이마트24는 검정색 컵과 뚜껑으로 된 기존 이프레소 컵을 분홍 벚꽃으로 디자인 한 봄 시즌컵으로 변경해 운영 한다. 봄 분위기를 한껏 느낄 수 있는 그림과 함께 ‘당신과 함께라서 더 따뜻한 봄’이라는 메시지를 넣어 감성을 더했다.이마트24는 매년 봄과 겨울 크리스마스 시즌에 맞춰 일반 컵 대신 계절감을 느낄 수 있는 시즌컵을 선보이고 있다. 이마트24 관계자는“봄 제철 식재료가 들어간 상품을 즐기면서 입맛도 살리고, 봄 기운을 느낄 수 있었으면 한다”면서 “앞으로도 제철 식재료를 사용해계절감을 느낄 수 있는 다양한 간편식을 선보일 계획이다”고 전했다.    jasonchoi@fnnews.com 최재성 기자  ◆ 정부 긴급프로젝트!! 놓쳐서는 안되는 ‘ㅇㅇㅇ’ 백신 국내도입 임박!! 上 上 ▶확인◀ ▶“주식카톡방 완전무료 선언” 파격결정  [파이낸셜뉴스 주요뉴스]  → ""박수홍 여자친구가 1993년생인데 아파트를.."" 폭로전 → 60대 여성 경찰서 주차장에서 옷을 벗은 채로.. → 함소원 또 조작 의혹 ""이사갈 집, 원래부터.."" → '사법연수원 수석' 현직 판사와 결혼, 女아나..누구? → 윤석열 장모, 경기양평에 아파트 지어 수익을 무려.. → 그때는 틀렸고 지금은 맞으면, 나중엔? [파인애플]  ● 바이든의 '슈퍼 부양책' 속 특급 수혜株! 미국에서 프로젝트 진행중입니다! 1200% ↑↑ (CLICK)   ▶▶[무료공개]◀◀ 지금 ""1,000만원""만 있어도 당장 ""이것""부터 사라!! >>> (무료 체험)   ※ 저작권자 ⓒ 파이낸셜뉴스. 무단 전재-재배포 금지 "
187,2,"2021-04-07","08:59:34","日 3월 외환보유액 1조3천685억달러…전월비 109억달러↓","(서울=연합인포맥스) 서영태 기자 = 일본 재무성은 3월 말 기준 외환보유액이 1 조3천684억6천500만 달러로 집계됐다고 7일 발표했다.      전월 대비 109억4천700만 달러 감소했다.      일본의 외환보유액은 유가증권이 대부분을 차지하며 그밖에 예금과 금, 국제통화  기금(IMF) 특별인출권(SDR) 등으로 구성됐다.      ytseo@yna.co.kr  (끝)  <저작권자(C)연합인포맥스뉴스. 무단 전재-재배포 금지.>"
187,3,"2021-04-07","08:59:19","멕시코, 긴급 인도 COVID-19 백신 사용 허가","Mexico authorizes emergency use of Indian COVID-19 vaccine .storyContent * {border-color:inherit !important;outline-color:inherit !important;} 멕시코시티, 4월 6일 (로이터) - 멕시코의 보건 규제 기관 코페프리스가 인도의 COVID-19 백신 코박신(COVAXIN)의 긴급 사용을 승인했다고 마르셀로 에브라드 멕시코 외무장관이 화요일 밝혔다.  ""COFEPRIS가 COVAX의 긴급 사용을 승인한 시기적절한 결정인디아에서 제조된 백신. 멕시코의 COVID-19 예방접종 옵션이 확대되고 있다!!!에브라드는 트위터에서 이렇게 말했다.     (Reporting by Diego Ore, writing by Drazen Jorgic; Editing by Himani Sarkar)  drazen.jorgic@tr.com ; Reuters Messaging: drazen.jorgic.thomsonreuters.com@reuters.net     (c) Copyright Thomson Reuters 2020. Click For Restrictions - https://agency.reuters.com/en/copyright.html        Keywords: HEALTH-CORONAVIRUS/MEXICO-INDIA (URGENT)   원문 바로가기    DISCLAIMER  레피니티브의 사전, 서면 승인 없는 톰슨로이터 콘텐츠의 재생산이나 재배포는 금지되어 있습니다. 이 기사의 한국어 번역은 에프앤가이드가 사용하는 기계적 번역에 의한 것으로 톰슨로이터와 레피니티브는 번역의 정확성을 보증하지 않습니다."
187,4,"2021-04-07","08:59:08","농협, 금융부문 순이익 급감…농식품 판매로 메웠다","[머니투데이 박광범 기자] 지난해 농협의 신용사업부문(금융) 순이익이 약 21% 급감했다. 농식품 판매 등 하나로마트 매출 증가로 경제사업부문 적자폭을 줄이며 순이익 감소를 그나마 최소화했다.   7일 금융감독원이 발표한 '2020년 상호금융조합 영업실적(잠정)'에 따르면 농협(1118개 조합)은 지난해 1조6459억원의 당기순이익을 기록했다. 전년(1조6909억원)보다 450억원(2.7%) 순이익이 줄었다.   이는 이자이익과 비이자이익 감소 등에 따라 신용사업부문 순이익이 급감한 결과다.   농협의 신용사업부문 순이익은 2019년 3조7168억원에서 지난해 2조9454억원으로 7714억원(20.8%) 쪼그라들었다.   그나마 경제사업부문에서 적자폭을 줄이면서 전체 순이익 급감을 방어할 수 있다. 농협의 경제사업부문은 2019년 2조259억원 적자에서 지난해 1조2995억원 적자로 실적이 개선됐다. 지난해 농협 하나로마트 매출 증가에 따른 결과라고 금감원 측은 설명했다.   반면 신협(879개 조합)과 수협(90개 조합), 산림조합(138개 조합)의 지난해 당기순이익은 전년보다 개선됐다.   신협은 지난해 3931억원의 당기순이익을 기록, 전년(3701억원)보다 130억원(3.5%) 증가했다. 수협은 같은 기간 713억원에서 779억원으로 순이익을 66억원(9.3%) 끌어올렸다. 산림조합의 경우 399억원에서 698억원으로 299억원(74.9%) 순이익이 급증했다.   한편 상호금융조합의 건전성은 개선됐다. 상호금융조합 전체 연체율은 1.54%로 2019년 말(1.71%)보다 0.17%P(포인트) 하락했다. 가계대출 연체율은 1.19%로 전년(1.42%) 대비 0.23%P 개선됐고, 기업대출 연체율은 2.23%로 같은기간 0.24%P 개선됐다.   고정이하여신비율은 2.02%로 전년보다 0.02%P 줄었다.   상호금융의 지난해 말 기준 순자본비율은 8.17%로, 규제비율(2%, 농협의 경우 5%)을 크게 웃돌았다.   금감원은 코로나19(COVID-19) 금융지원 정책기조 유지 등의 영향에 따라 상호금융권이 기업대출 중심의 자산성장세를 지속할 것으로 예상했다.   다만 경기회복 지연과 코로나19 장기화에 따른 자영업자와 소상공인 등 취약차주를 중심으로 잠재 위험이 대두될 가능성을 고려해 차주별·업종별 연체율 등 건전성 현황을 세밀하게 모니터링 할 계획이다.   금감원 관계자는 ""상호금융권의 손실흡수능력을 높이고, 부실자산 정리를 적극 유도할 것""이라며 ""최근 증가하고 있는 기업대출의 증가속도를 안정화시키고, 부실 가능성에 대비해 선제적 리스크 관리를 강화할 계획""이라고 밝혔다.     [관련기사] ☞ 홈쇼핑 출연 박수홍 ""힘 받아 간다, 열심히 살겠다"" ☞ 음식물 오물 뒤덮인 빌라…배달음식 100만원어치 투척한 여성 ☞ 이리나 샤크, 전신 커트아웃 슈트 입고…""아이 엄마 몸매 맞아?"" ☞ 함소원 남편 진화 본명은 취지아바오?…계속되는 의혹 ☞ '의대생 아기엄마' 이도원 ""남편도 의대생…부부 소득 0원""   박광범 기자 socool@mt.co.kr     ▶월 0.3%대 최저금리 적용, 키워드림론 간편 신청으로 수익 극대화하자 (신청하기)   코로나19 新 치료제, 후보 종목에 집중해보자!   최단기간 20배 박셀바이오, 후속 종목은 '이것'     [파워 인터뷰]       3개월 460% 데브시스터즈 놓쳤다면 바로 '이 종목'   이번주 급등주 예상 종목 TOP5 긴급 공개   기관/외국인이 바닥권에서 매집하는 바이오 종목은      <저작권자 ⓒ '돈이 보이는 리얼타임 뉴스' 머니투데이, 무단전재 및 재배포 금지>"
187,5,"2021-04-07","08:58:54","SC엔지니어링, 358억 규모 공사 수주","[이데일리 하지나 기자] 에쓰씨엔지니어링(023960)은 한화솔루션으로부터 358억6000만원 규모의 공사를 수주했다고 7일 공시했다. 이는 최근매출액 대비 49.48%에 달한다.     매도 필살기 주식AI !! 동학개미 필수앱 - 라씨매매비서  ▶역대급! 1000% 셀트리온 뛰어넘을 외국인+기관 순매수 TOP3 (CLICK)  ▶1000억원 대규모 투자 받은 2000원대 바이오株!, 3000%↑ 갑니다! (지금 무료로 받아보기)  ▶▶[무료 공개]◀◀ 지금 ""1,000만원"" 만 있어도 당장 ""이것""부터 사라!! >>> (무료 체험)  ▶▶주식전문가들의 상승, TOP3 ""테마株"" 종목확인! 선착순 무료! [클릭]         ＜ⓒ종합 경제정보 미디어 이데일리 - 무단전재 & 재배포 금지＞    "
187,6,"2021-04-07","08:58:48","[STOCK] ""주택사업 호조에 신사업까지""… GS건설 주가 탄력받나",".ad {text-align:center; font-size:8pt; font-family:돋움;line-height:1.2}.title{font-size:14px;color:#203c76;font-weight:bold;margin-bottom:20px;}a,img {border:0; outline:none; selector-dummy:expression(this.hideFocus=true);}body,td,select,input,div,form,textarea,center,option,pre,blockquote {font-size:9pt; line-height:1.6; font-family:돋움;}table{width:100%; border:0px;}@media (min-width:650px){img {max-width:600px;height:auto}}@media (max-width:650px){img {max-width:500px;height:auto}}@media (max-width:550px){img {max-width:400px;height:auto}}@media (max-width:450px){img {max-width:300px;height:auto}}@media all and (max-width: 400px) {img {max-width:300px;height:auto}.tbl_dmd {width:340;text-align:right;border-collapse:collapse;}}.pv{display:none;}.popup {cursor : pointer;color:#0078c6;}.mttl {color:#821e1e;font-weight:bold;font-size:9pt;}.tldot {font-size:7pt;color:#0078c6;}td.pls {color:#ff3300;}td.mns {color:blue;}td.pls_ar {text-align:right;color:#ff3300;}td.ar {text-align:right;}td.ac {text-align:center;}.tbl_dmd {width:380;text-align:right;border-collapse:collapse;}.tbl_dmd {max-width:400;min-width:340;text-align:right;border-collapse:collapse;}.tbl_dmd td {padding-right:5;border:1px solid #dcdcdc;}.tbl_con {width:340;border-collapse:collapse;text-align:center;}.tbl_con td {padding-right:5;border:1px solid #dcdcdc;}r {display:none;} 제목 : [STOCK] ""주택사업 호조에 신사업까지""… GS건설 주가 탄력받나    올해 GS건설은 수익성 높은 주택사업과 신사업에 힘입어 영업이익이 개선될 것이란 전망이다./사진=뉴스1  올해 GS건설은 수익성 높은 주택사업과 신사업에 힘입어 영업이익이 개선될 것이란 전망이다.      하나금융투자는 7일 GS건설에 대해 주택과 신사업 모두 견조할 것이라고 평가했다. 목표주가는 기존 4만8000원에서 5만4000원으로 상향조정하고 투자의견은 '매수'를 유지했다.     윤승현 하나금융투자 연구원은 ""경쟁사 대비 높은 도급주택사업 수익성과 중장기 정비사업잔고의 착공 확대 가능성, 신사업 중심의 높은 해외 실적 가시성 등을 고려해 지속가능 ROE(자기자본이익률)를 9.3%로 상향 조정했다”며 “GS건설을건설업종 최선호주로 지속 제시한다”고 말했다.     하나금융투자는 GS건설의 1분기 연결기준 매출이 전년 동기 대비1% 감소한 2조4255억원, 영업이익은 17% 늘어난 1997억원을 기록할 것으로 내다봤다. 매출액 기준 시장 기대치 부합, 영업이익 기준으로는 시장 기대치를 소폭 하회할 것이란 전망이다.     윤 연구원은 “GS건설은 상반기 주택분양매출이 정점을 기록하는 시점""이라며 ""지난해 상반기 주택분양한 1만4000세대 규모의 매출이 본격 반영되는 하반기 실적 개선폭은 더욱 클 것""이라고 내다봤다.     하나금융투자에 따르면 GS건설의 올해 1분기 신규 분양은 5500세대로 파악된다. 1분기 가이던스 9700세대 중 약 4000세대가이번 달로 이월된 것으로 보이며 이를 감안하면 2분기 분양예정 세대수는 약 1만4000세대 수준이다. 3분기에도 약 1만세대의 주택 분양이 예상된다.     윤 연구원은 “연간으로는 전국적인 분양경기 호조와 수도권 정비사업 시행 속도 상승에 따라 연초 분양가이던스 2만9000세대를 초과 달성 가능할 것”이라고 덧붙였다.   ☞ ""부부관계 하려면 '이것' 먼저""… 이 남자의 고충은? ☞ 머리카락으로 '그곳' 가린 채… 마돈나, 여전한 섹시미 ☞ 나체로 서있는 여성들… 베란다에서 뭐하는 거지? ☞ ""그남자 와이프가 날 납치했다""… 톱 여가수 '충격' ☞ ""남편과 헤어졌다""… 엄지원 이혼 심경 고백     해당 기사는 머니S(moneys.mt.co.kr)에서 제공한 것이며 저작권은 제공 매체에 있습니다. 기사 내용 관련 문의는해당 언론사에 하시기 바랍니다.  ♣ [단독 공개] 기관 외국인이 주목하는 시장주도주 확인! ▶▶ 기간 무제한! 이용료 0원, 주식카톡방 1 천 3백명! 닫히기직전, 지금 바로 입장!!! ▶ 급등 임박! 이번주상한가 예상 종목 TOP 10 ◆ 2021년 정부 정책 최대 수혜주 TOP 5 (확인) ▶ 오늘의 급등 예상 종목은!?            Copyright ⓒ True&Live 증시뉴스 점유율1위, 인포스탁(www.infostock.co.kr)"
187,7,"2021-04-07","08:58:48","[STOCK] 카카오, 두나무 지분 보유·카카오모빌리티 기업가치 상승 긍정적",".ad {text-align:center; font-size:8pt; font-family:돋움;line-height:1.2}.title{font-size:14px;color:#203c76;font-weight:bold;margin-bottom:20px;}a,img {border:0; outline:none; selector-dummy:expression(this.hideFocus=true);}body,td,select,input,div,form,textarea,center,option,pre,blockquote {font-size:9pt; line-height:1.6; font-family:돋움;}table{width:100%; border:0px;}@media (min-width:650px){img {max-width:600px;height:auto}}@media (max-width:650px){img {max-width:500px;height:auto}}@media (max-width:550px){img {max-width:400px;height:auto}}@media (max-width:450px){img {max-width:300px;height:auto}}@media all and (max-width: 400px) {img {max-width:300px;height:auto}.tbl_dmd {width:340;text-align:right;border-collapse:collapse;}}.pv{display:none;}.popup {cursor : pointer;color:#0078c6;}.mttl {color:#821e1e;font-weight:bold;font-size:9pt;}.tldot {font-size:7pt;color:#0078c6;}td.pls {color:#ff3300;}td.mns {color:blue;}td.pls_ar {text-align:right;color:#ff3300;}td.ar {text-align:right;}td.ac {text-align:center;}.tbl_dmd {width:380;text-align:right;border-collapse:collapse;}.tbl_dmd {max-width:400;min-width:340;text-align:right;border-collapse:collapse;}.tbl_dmd td {padding-right:5;border:1px solid #dcdcdc;}.tbl_con {width:340;border-collapse:collapse;text-align:center;}.tbl_con td {padding-right:5;border:1px solid #dcdcdc;}r {display:none;} 제목 : [STOCK] 카카오, 두나무 지분 보유·카카오모빌리티 기업가치 상승 긍정적        교보증권은 7일 카카오에 대해 '두나무' 지분을 보유하고 있는 점과 자회사 카카오모빌리티와 구글의 협력을 긍정적으로 평가하며 투자의견 매수, 목표주가 55만원을 유지했다.     교보증권에 따르면 카카오가 일부 지분을 보유하고 있는 두나무의 기업 가치 상향이 카카오의 주가 상승에도 기여하는 것으로 보인다. 카카오는 두나무의 지분을 별도기준 7.7%, 연결 기준 22% 보유 중이다     박지원 교보증권 연구원은 ""미국 가상화폐 거래소 '코인베이스'가 100조원에 상장할 것이라는 보도가 나오면서 국내 비트코인 플랫폼 '업비트' 운영사인 두나무 또한 높은 가치에 미국에 상장할 수 있을 것이라는 기대감이 형성됐다""고 설명했다.      카카오의 자회사 카카오모빌리티는 지난 1일 구글로부터 기업가치 3조4000억원을 인정받고 5000만 달러(565억원) 규모의 투자를 유치했다.      박 연구원은 ""이번 투자를 통해 구글은 카카오모빌리티의 지분 1.7%를 취득해 동사의 5대 주주 지위를 확보할 것으로 보인다""며 ""투자 금액은 모빌리티 데이터 및 기술 고도화에 쓰일 예정""이라고 말했다.     이에 카카오모빌리티의 기업 가치는 4조4000억원에 달할 것이라는 분석이다. 올해 매출 역시 4857억원으로 지난해보다 73.4% 급증할 것으로 예상했다.      앞서 지난 3월 카카오모빌리티는 택시 기사를 대상으로 유료 멤버십 상품을 출시했다. 해당 멤버십 상품은 콜 수요가 많은 지역을 알려주는 기능, 원하는 목적지 콜을 확인해 주는 기능 등을 포함하고 있다. 해당 유료 멤버십 상품은 출시된 지 3일 만에 선착순 2만명 가입이 마감됐으며 현재는 가입 제한 없이 추가 모집을 받고 있다.     박 연구원은 ""올해 카카오모빌리티는 해당 멤버십 제품을 통해 288억원의 매출을 추가 발생시킬 것으로 전망한다"" 며 ""해당 상품은 높은 수익률을 통해 흑자 전환에도 기여할 것으로 보인다""고 분석했다.    ☞ ""부부관계 하려면 '이것' 먼저""… 이 남자의 고충은? ☞ 머리카락으로 '그곳' 가린 채… 마돈나, 여전한섹시미 ☞ 나체로 서있는 여성들… 베란다에서 뭐하는 거지? ☞ ""그남자 와이프가 날 납치했다""… 톱 여가수 '충격' ☞ ""남편과 헤어졌다""… 엄지원 이혼 심경 고백     해당 기사는 머니S(moneys.mt.co.kr)에서 제공한 것이며 저작권은 제공 매체에 있습니다. 기사 내용 관련 문의는 해당 언론사에 하시기 바랍니다.  ▶ 오늘의 급등 예상 종목은!? ♣ [단독 공개] 기관 외국인이 주목하는시장주도주 확인! ▶▶ 기간 무제한! 이용료 0원, 주식카톡방 1천 3백명! 닫히기직전, 지금 바로 입장!!! ▶ 급등 임박! 이번주 상한가 예상 종목 TOP 10 ◆ 2021년 정부 정책 최대 수혜주 TOP 5 (확인)            Copyright ⓒ True&Live 증시뉴스 점유율1위, 인포스탁(www.infostock.co.kr)"
188,1,"2021-04-07","08:57:04","[리포트 브리핑]알톤스포츠, '드라마틱한 턴어라운드' Not Rated - NH투자증권","[서울=뉴스핌] 로보뉴스 = NH투자증권에서 07일 알톤스포츠(123750)에 대해 '드라마틱한 턴어라운드'라며 신규 리포트를 발행하였고, 투자의견을 'Not Rated'로 제시하였다.   ◆ 알톤스포츠 리포트 주요내용 NH투자증권에서 알톤스포츠(123750)에 대해 '5년간의적자 이후 2020년 턴어라운드 달성. 자체 자전거 제조 역량 보유해 B2B 고객사의 다양한 스펙 변경에 대응 가능하다는 장점 보유. 이에 따릉이 및 공유 전기자전거 플랫폼 K사의 물량 대부분을 담당. 전방시장 개화 중이며 2021E PER 6.4배로 밸류에이션 매력 높음. 현재 동사 전제자전거 중 전기자전거 판매 비중은 약 10% 안팎. 전기자전거 보조금 지급 여부와 공공 전기자전거 추가 발주 여부가향후 관전 포인트. '라고분석했다.  또한 NH투자증권에서 '올해 매출액 591억원(+31.6% y-y), 영업이익 88억원(+67.1% y-y)으로전년 대비 실적 대폭 개선 예상. 2021E PER 6.4배에 불과해 마이크로 모빌리티 시장 개화에 따른 수혜 감안할 때 밸류에이션 매우 매력적. '라고 밝혔다.  이 기사는뉴스핌과 금융 AI 전문기업 씽크풀이 공동 개발한 기사 자동생성 알고리즘에 의해 실시간으로 작성된 것입니다.      ◆ 데이터에서 찾은 AI 속보  - [모멘텀특징주] 오늘 한화투자증권(30.0%), 노루페인트우(30.0%) 강세 이유는?  - [표]4월 6일 시간외 상승 종목 및 최근 동향  - [기관따라잡기]사모펀드, 코스피 시장에서 카카오 103.16억원 순매수  - [기관따라잡기]투신, 코스닥 시장에서 휴마시스 14.94억원순매수  - [AI핫클립] 특파원속보, 중국경제, 글로벌경제 등     저작권자(c) 글로벌리더의 지름길 종합뉴스통신사 뉴스핌(Newspim), 무단 전재-재배포 금지"
188,2,"2021-04-07","08:56:48","[리포트 브리핑]알톤스포츠, '드라마틱한 턴어라운드' Not Rated - NH투자증권","[서울=뉴스핌] 로보뉴스 = NH투자증권에서 07일 알톤스포츠(123750)에 대해 '드라마틱한 턴어라운드'라며 신규 리포트를 발행하였고, 투자의견을 'Not Rated'로 제시하였다.   ◆ 알톤스포츠 리포트 주요내용 NH투자증권에서 알톤스포츠(123750)에 대해 '5년간의적자 이후 2020년 턴어라운드 달성. 자체 자전거 제조 역량 보유해 B2B 고객사의 다양한 스펙 변경에 대응 가능하다는 장점 보유. 이에 따릉이 및 공유 전기자전거 플랫폼 K사의 물량 대부분을 담당. 전방시장 개화 중이며 2021E PER 6.4배로 밸류에이션 매력 높음. 현재 동사 전제자전거 중 전기자전거 판매 비중은 약 10% 안팎. 전기자전거 보조금 지급 여부와 공공 전기자전거 추가 발주 여부가향후 관전 포인트. '라고분석했다.  또한 NH투자증권에서 '올해 매출액 591억원(+31.6% y-y), 영업이익 88억원(+67.1% y-y)으로전년 대비 실적 대폭 개선 예상. 2021E PER 6.4배에 불과해 마이크로 모빌리티 시장 개화에 따른 수혜 감안할 때 밸류에이션 매우 매력적. '라고 밝혔다.  이 기사는뉴스핌과 금융 AI 전문기업 씽크풀이 공동 개발한 기사 자동생성 알고리즘에 의해 실시간으로 작성된 것입니다.      ◆ 데이터에서 찾은 AI 속보  - [모멘텀특징주] 오늘 한화투자증권(30.0%), 노루페인트우(30.0%) 강세 이유는?  - [표]4월 6일 시간외 상승 종목 및 최근 동향  - [기관따라잡기]사모펀드, 코스피 시장에서 카카오 103.16억원 순매수  - [기관따라잡기]투신, 코스닥 시장에서 휴마시스 14.94억원순매수  - [AI핫클립] 특파원속보, 중국경제, 글로벌경제 등     저작권자(c) 글로벌리더의 지름길 종합뉴스통신사 뉴스핌(Newspim), 무단 전재-재배포 금지"
188,3,"2021-04-07","08:56:44","삼성자산운용, 올해 주목해야할 3개 펀드 중 ‘원픽’ 이벤트","삼성자산운용은 7일 유튜브를 통해 ‘2021 내 마음속 원픽 펀드’ 이벤트를 실시한다고 밝혔다.   이벤트 참여자는 삼성자산운용 유튜브 구독하기 후 업로드된 영상 속에 등장하는 펀드 중 올해 가장 주목해야 할 펀드를 선택하고, 퀴즈 설문을 통해 구독하기 캡쳐 화면과 함께 제출하면 된다.   영상에는 펀드 매니저가 직접 출연해 각각의 상품에 대한 장점을 설명한다. 친환경, 신재생에너지 등 ESG 관련 세계 기업에 투자하는 ‘삼성에너지 트랜지션 펀드’와 반도체 슈퍼사이클의 최대 수혜국인 한국, 대만의 주요 반도체 기업에 투자하는 ‘KODEX 한국대만IT프리미어 ETF’, 그리고 베트남을 중심으로 아세안 핵심 5개국의 성장성이 높은 기업에 투자하는 ‘삼성 아세안플러스 베트남 펀드’가 소개 된다.   이벤트 기간은 오늘부터 19일까지며, 당첨자는 추첨을 통해 4월 23일, 삼성자산운용 공식 유튜브 채널에서 발표된다. 총 300명에게 파리바게뜨 미니케이크 교환권을 증정한다.   이벤트에 대한 자세한 사항은 삼성자산운용 공식 유튜브 채널에서 확인할 수 있다.   손엄지 기자(eom@etoday.co.kr)   [오늘의 핫클릭] ●▶▶주식전문가들의 상승 TOP3 ""테마株"" 종목 확인! 선착순 무료 [클릭] ●제주서 버스·트럭 4중 추돌…4명 사망·40여 명 부상 ●[증시 키워드] 두나무 미증시 상장설에 카카오ㆍ우리기술투자ㆍ한화투자증권 '급등' ●오늘 주목할 ""급등예상종목"" 분석 완료…선착순 공개 [클릭] ●<세계최초>신약재료+美승인! 상반기 1500%↑터질 역대급 바이오株(선착순 한정공개) ●[운세] 천기누설! 2021년 내 사주에 맞는 특급종목!  ●[운세] 주식은 운칠기삼? 여기 주식 운세 맛집이네!        Copyrightⓒ이투데이, All rights reserved. (무단 전재 및 재배포 금지)   프리미엄 경제신문 이투데이    "
