page,row,date,time,title,body
249,5,"2019-08-28","08:59:59","아시아나항공, 9월 1일부터 국내선 셀프체크인 전면 시행",".ad {text-align:center; font-size:8pt; font-family:돋움;line-height:1.2}.title{font-size:14px;color:#203c76;font-weight:bold;margin-bottom:20px;}a,img {border:0; outline:none; selector-dummy:expression(this.hideFocus=true);}body,td,select,input,div,form,textarea,center,option,pre,blockquote {font-size:9pt; line-height:1.6; font-family:돋움;}table{width:100%; border:0px;}@media (min-width:650px){img {max-width:600px;height:auto}}@media (max-width:650px){img {max-width:500px;height:auto}}@media (max-width:550px){img {max-width:400px;height:auto}}@media (max-width:450px){img {max-width:300px;height:auto}}@media all and (max-width: 400px) {img {max-width:300px;height:auto}.tbl_dmd {width:340;text-align:right;border-collapse:collapse;}}.pv{display:none;}.popup {cursor : pointer;color:#0078c6;}.mttl {color:#821e1e;font-weight:bold;font-size:9pt;}.tldot {font-size:7pt;color:#0078c6;}td.pls {color:#ff3300;}td.mns {color:blue;}td.pls_ar {text-align:right;color:#ff3300;}td.ar {text-align:right;}td.ac {text-align:center;}.tbl_dmd {width:380;text-align:right;border-collapse:collapse;}.tbl_dmd {max-width:400;min-width:340;text-align:right;border-collapse:collapse;}.tbl_dmd td {padding-right:5;border:1px solid #dcdcdc;}.tbl_con {width:340;border-collapse:collapse;text-align:center;}.tbl_con td {padding-right:5;border:1px solid #dcdcdc;}r {display:none;} 제목 : 아시아나항공, 9월 1일부터 국내선 셀프체크인 전면 시행    아시아나항공 공항 서비스 직원이 김포공항 국내선 터미널에서 셀프체크인 키오스크 탑승권과 모바일 탑승권을 들어보이고 있다. /사진=아시아나항공 제공      [미디어펜=조우현 기자]아시아나항공이 9월 1일부터 국내선 카운터를 셀프체크인 시스템으로 전면 변경한다. 이에 따라 아시아나항공 국내선 이용객들은 사전에 모바일 체크인이나 각 공항에 배치된 키오스크를 이용해 셀프체크인을 해야 한다.     아시아나항공은 탑승수속 절차 간편화를 통해 카운터 대기 시간과 혼잡도를 줄이고 고객 편의를 높이기 위해 김포, 제주, 광주, 청주, 대구, 여수공항 등 아시아나가 취항중인 국내선 전 공항에 수하물 전용 카운터만 운영한다고 28일 밝혔다. 현장에서 티켓을 구매하는 승객이나 우수회원을 위한 카운터는 운영한다.     셀프체크인은 인터넷이나 스마트폰을 통해 사전에 체크인을 하거나, 공항에 설치된 키오스크를 통해 탑승권을 발급하는 것으로, 공항에서의 불필요한 대기 시간을 줄여 이용자의 편의를 돕는 서비스다. 아시아나항공은 당분간 카운터와 키오스크 주변에 ‘셀프체크인 도우미’ 직원들을 상주시켜 셀프체크인에 익숙하지 않은 승객들을 도울 예정이다.       아시아나항공에 따르면 셀프체크인 시스템을 이용할 경우 탑승 수속 시간이 줄어든다. 위탁 수하물이 있는 승객이 사전에온라인 체크인을 이용하면 항공기 탑승까지 약 20분이 소요되며, 공항에서 키오스크를 이용하면 탑승까지 약 25분의 시간이 소요된다. 위탁수하물이 없다면 보안검색에서 항공기 탑승까지 소요시간이 약 10분까지 줄어든다.     온라인 체크인은 출발 48시간 전부터 30분 전까지 아시아나항공 홈페이지 혹은 모바일 어플 ‘체크인’ 메뉴에서 하면 된다. 예약번호 또는 항공권번호와 출발 날짜를 입력하면 누구든지 편리하게 사전 수속을 할 수 있으며, 좌석 지정과 마일리지 입력도 가능하다.     체크인을 마치면 탑승권을 발급받을 수 있으며, 다운받은 탑승권은 이메일로 받아 출력하거나 모바일 어플로 조회해 탑승시 제시하면 된다. 아시아나항공은 문자메시지와 카카오톡으로도 탑승권 링크를 전송해 주고 있다.       해당 기사는 미디어펜(www.mediapen.com)에서 제공한 것이며 저작권은 제공 매체에 있습니다. 기사 내용 관련 문의는 해당 언론사에 하시기 바랍니다.  ▶▶ 2019년 하반기 정부 정책 최대 수혜주 TOP 5 (무료 확인) ▶영업이익 1300% 증가! 빛나는 실적株 무료공개 [폭락장]힘드셨죠? 앞으로 급등할 황금주 공개! 상한가 TOP5 세력관심폭발 종목 공개! (클릭) 남북경협 이후 급등할 종목은?? 최대실적 매집주 大공개 !! ★확인★ ▶▶ 기간 무제한! 이용료 0원, 주식카톡방 1천 3백명! 닫히기 직전, 지금 바로 입장!!!   전자동 HTS로 알아서 척척! 안전하고 편리한 수익!  거의 매일 수익내고 매일 출금하는 새로운 자동매매 시스템!    골드스탁론 소득증빙 없이 최대 3배까지 주식매입자금 대출, 3년 고정 월 0.3%대 금리  신용/미수/주식담보대출 가능, 스탁론 !! 이제 금리만 보시면 됩니다.       Copyright ⓒ True&Live 증시뉴스 점유율1위, 인포스탁(www.infostock.co.kr)"
249,6,"2019-08-28","08:59:51","[출발]지수선물 상승..254.60(+0.60p)","[이데일리 MARKETPOINT] 09:00 현재 지수선물 상승..254.60(+0.60p)     ▶ 하이스탁론, 선취수수료 없는 월 0.2%대 최저금리 상품 출시   ＜ⓒ종합 경제정보 미디어 이데일리 - 무단전재 & 재배포 금지＞    "
249,7,"2019-08-28","08:59:51","[출발]국채선물 상승..111.22 +4틱","[이데일리 MARKETPOINT] 09:00 현재 국채선물 상승..111.22 +4틱     ▶ 하이스탁론, 선취수수료 없는 월 0.2%대 최저금리상품 출시   ＜ⓒ종합 경제정보 미디어 이데일리 - 무단전재 & 재배포 금지＞    "
250,1,"2019-08-28","08:57:18","""CJ대한통운, 하반기 택배 물동량 증가로 영업이익 늘 것""","이베스트투자증권(078020)은 하반기 택배 물동량 증가로 레버리지 효과가 본격화할 것으로 예상되는 CJ대한통운(000120)에 대한 매수의견을 28일 밝혔다.  CJ대한통운은 모든 역량을 택배 물동량 확대에 집중하고 있다. 하준영 연구원은 “지난해 12월 대전허브터미널에서 발생한 사고 여파에 지난 3월 택배 단가 인상까지 더해지면서 올해 상반기 택배 물동량 증가율이 시장대비 낮았던 것으로 파악된다”며 “동사가 택배 물동량 확보에 모든 역량을 집중하기로 한 이상 택배 물동량 증가율이 빠르게 높아져 4·4분기부터는 시장 성장률을 상회 할 것으로 예상한다”고 말했다. 또한 우체국 택배의  공격적 영업전략 포기도하반기 CJ대한통운의 택배 물동량 증가에 긍정적인 역할을 할 것이다.  CJ 대한통운은 2020 년부터 차입금이 감소할 것으로 예상한다. 내년부터 설비투자(CAPEX)가 감소하면서 영업현금흐름으로 차입금을 갚아나갈 수 있기 때문이다. 하 연구원은 “대규모 택배 터미널에 대한 CAPEX가 끝나고 해외 물류업체 인수합병이 마무리되면서 2018년 5,200 억원수준까지 증가했던 CAPEX는 2020년부터 대폭 감소할 것”이라고 내다봤다. 그는 이어 “반면 영업이익은 택배사업부문 단가인상효과가 나타나면서 3,600억원 수준으로 증가해 2020 년부터 동사의 잉여현금흐름이 플러스로 전환하면서 차입금이 감소할 것”이라고 분석했다. 4·4분기에는 택배 단가 인상효과에 물동량 증가효과가 더해지면서 영업이익도 분기 사상최대치를 시현할 것이라는 전망이다. /신한나기자 hanna@sedaily.com    ▶▶ 2019년 하반기 정부 정책 최대 수혜주 TOP 5 (무료 확인)  ▶▶ 국내외 수주 1조원 폭발하는 실적株가 단돈 1천원대!?  ▶▶ [무료공개] ◀◀ 지금 ""100만원""만 있어도 당장 ""이것""부터 사라!! (바로 확인)    [ⓒ 서울경제, 무단 전재 및 재배포 금지]"
250,2,"2019-08-28","08:57:17","클라우드 협업 플랫폼 '콜라보엑스'..신세계I&C, 스타트업과 협업","[이데일리 이재운 기자] 신세계(004170)아이앤씨(신세계I&C)는 클라우드 기반 협업 플랫폼 ‘콜라보 엑스(Collabo X)’를출시한다고 28일 밝혔다.  콜라보 엑스는 기업 또는 팀 내 협업을 위한 클라우드 서비스를 제공한다.별도 프로그램이나 장비 설치 필요 없이,노트북이나 스마트폰만 있으면 언제 어디서나 쉽게 사용할 수 있는 웹 기반 서비스이다. 월 이용료 9900원에 모든 기능을 이용할 수 있다.  신세계아이앤씨는 스타트업 ‘구루미’와 함께 미팅,세미나, 교육 등의 업무를 시간과 장소 제약 없이 진행할 수 있는 기업형 화상 협업 서비스도 선보인다. 최대 1000명 동시 접속을 지원하며 문서공유, 화면 공유, 화면 녹화 기능 등 협업에 필요한 다양한 기능을 제공한다.  이밖에도 화상 강의, 조별 토론, 퀴즈 등 기업 내 임직원 교육을 위한 ‘에듀룸’ 기능과 클라우드 기반 업무용 메신저도 추가로 선보인다.  출시를 기념해 다음달 30일까지 콜라보 엑스’ 사이트를 방문하는 모든 고객을 대상으로 무료 체험 혜택을 제공한다.별도 회원 가입 없이도 ‘콜라보 엑스’ 사이트 접속하면 바로 서비스를 체험할 수 있다.  손정현 신세계아이앤씨(신세계I&C) IT사업부상무는 “주 52시간 근무제가 도입되고,장소, 시간 제약 없이 근무하는 리모트워크(Remote Work)가 확산되면서 협업 플랫폼 등 IT기술을 통해 구현하는 스마트워크 플레이스에 대한 니즈가 늘고 있다”며 “콜라보 엑스는 화상 협업 서비스 이외에도 업무용 메신저,전문가 연결서비스등 기업 내 협업을 위한 다양한 기능을 합리적인 가격으로 제공하는 올인원(All in one)플랫폼으로 기업 내 스마트워크(Smart Work) 문화 확산을 위한 든든한 조력자가 될 것이라 기대한다”고 말했다.     ▶ 하이스탁론, 선취수수료 없는 월 0.2%대 최저금리 상품 출시   ＜ⓒ종합 경제정보 미디어 이데일리 - 무단전재 & 재배포 금지＞    "
250,3,"2019-08-28","08:57:09","현대·기아자동차, 추석 맞이 무상 점검 서비스 제공","전용 앱에서 쿠폰받고 지점 방문하면 무료        현대·기아자동차가 추석 연휴를 맞아 내달 5일부터 11일까지 '추석 특별 무상 점검 서비스'를 실시한다고 28일 밝혔다.  현대·기아자동차는 추석 귀성길 차량 운행에 앞서 각종 사고를 미연에 방지하고자 이번 무상 점검 서비스를 마련했다고 설명했다. 현대차는 전국 22개 서비스센터와 1373개 블루핸즈에서, 기아자동차는 전국 18개 서비스센터와 806개 오토큐에서 점검 서비스를 제공한다.  방문 고객은 엔진오일·냉각수·브레이크·배터리·전구류·타이어 공기압 등 안전한 장거리 운행을 위한 필수 사항 점검과 워셔액 보충 서비스 등을 무상으로 받을 수 있다. 현대차 차량 관리 앱(응용프로그램) '마이카 스토리’와 기아차 통합 모바일 고객 앱 'KIA VIK'에서 무상 점검 쿠폰을 받고 방문하면 된다.  현대·기아자동차 관계자는 ""추석을 맞아 장거리 귀성길 운행에 도움이 되고자 무상 점검 서비스를 준비했다""며 ""앞으로도 고객의 성원에 보답하기 위해 현대·기아자동차 보유 고객에 대한 차량 점검 강화에 더욱 집중하겠다""라고 말했다.  오세성 한경닷컴 기자 sesung@hankyung.com 기사제보 및 보도자료 open@hankyung.com      ▶▶[급등임박 공개]◀◀ 2019년 하반기 ""정부정책""수혜주 TOP 10 긴급공개 >>> (바로확인) [""돈""버는 주식합니다]▶▶단타고수라는 60代 아파트 경비원 2년만에 ""40억"" 벌었다!(내용확인) 최저금리로 갈아탈 수 있는 마지막 버스, 신용·미수·예담 대환하고 취급수수료 할인 받자! [ 무료 주식 카톡방 ] 국내 최초, 카톡방 신청자수 38만명 돌파 < 업계 최대 카톡방 > --> 카톡방 입장하기!! ▶▶[무료공개]◀◀ ""100만원""만 있어도 당장 ""이것""부터 사라!! >>> (바로 확인)     관련기사 ""30억원 이상 부자, 상속하지 말라"" [단독] '갤노트10' 30만 원에 사려면…""ㅅㅋㅂㅇ ㅎㅇ"" 대기업 대졸신입 평균연봉 얼만가보니 7억에 분양받은 동작동 아파트, 집값이 무려 中, 가격 경쟁력 앞세우자…삼성·LG '중대 결단'    ⓒ 한국경제 & hankyung.com, 무단전재 및 재배포 금지"
250,4,"2019-08-28","08:57:05","LH 국민공감위원회 종합회의 개최","변창흠 LH 사장(왼쪽 줄 왼쪽에서 2번째)이 ‘2019년도 국민공감위원회 종합회의‘에서 말씀하고 있다.  한국토지주택공사(LH)는 국민 체감형 LH 혁신 및 사회적 가치 창출방안 마련을 위한 '2019 년도 국민공감위원회 종합회의'를 개최했다고 28일 밝혔다. 지난해 5월 출범한 'LH 국민공감위원회'는 사회단체와 전문가 등 25명의 외부위원 및 18명의 임직원이 참여하는 사장 직속 위원회다. 위원회가 제시한 경영제언은 실무부서의 업무혁신방안에 반영되는 절차를 거친다. 지난 27일 서울 강남구에 위치한 LH서울본부에서 열린 회의에서 위원들은 '2019년 LH 혁신계획 수립' 등을 위해 총 8차례 진행된분과별 자문회의에서 나온 안건 및 성과를 종합적으로 점검했다. 또 올해 LH가 추진한 '국민공감 혁신계획' 등과 하반기 중점추진 추진방향을 논의했다. 변창흠 LH 사장은 ""주거복지로드맵, 도시재생뉴딜 등 중요 정책사업 수행과 더불어 안전, 공정경제 등 공공성을강화한 경영방향을 설정해 국민의 기대에 부응하는 공기업으로 거듭나겠다""며 국민공감위원들의 역할을 기대했다.  ck7024@fnnews.com 홍창기 기자  ▶▶ 2019년 정부 정책 최대 수혜주 TOP 5 (무료 확인) ▶▶ 언제까지 주식으로 손실만 볼 건가요? 당신의 계좌 우리가 살려드립니다 (클릭)  [파이낸셜뉴스 주요뉴스]  → 신혼부부의 비극.. 결혼 후 5분 만에 둘 다 사망한 이유 → 소래포구 식당서 사망, 주문한 음식은.. → 재력있는 집안의 사위 될 뻔했지만.. 복을 걷어찬 이유 → 돌싱男女, 원하는 재혼상대 직업 1위는? 놀랍게도.. → 둘이서 3만원에 먹을 수 있다더니.. 횟집의 배신  ▶테마株+실적株 현 장세 상한가 종목 LIST TOP 10 (CLICK) ▶▶[무료공개]◀◀ 2019年 하반기 ""정부정책"" 최대 수혜주 TOP 03 긴급공개!! >>> (바로확인)  ※ 저작권자 ⓒ 파이낸셜뉴스. 무단 전재-재배포 금지 "
250,5,"2019-08-28","08:57:01","[사진] 기자회견하는 세코 日 경제산업상","[도쿄지지통신=뉴스핌] 오영상 전문기자 = 각료회의 후 기자회견을 하고 있는 세코 히로시게(世耕弘成) 일본 경제산업상. 2019.08.27     goldendog@newspim.com      ☞ 【단독】 5년 연속 매출 1조 달성한 高실적주 TOP5 大 공개(확인)  ※당장 내일 급등나올종목 공개 ◀지금 바로 신청"
250,6,"2019-08-28","08:57:00","이승우, 벨기에로 이적... 베트남 콩푸엉 소속팀 ‘트라이던’행","[서울=뉴스핌] 김용석 기자 = 이탈리아 헬라스 베로나의 이승우가 벨기에로 팀을 옮긴다.  이탈리아 베로나 지역 매체 TG 지알로불루 등은 28일(한국시간) “이승우(21)가 벨기에 1부 리그의 신트 트라위던으로 이적한다”며 소식을 타전했다.   이승우가 벨기에로 팀을 옮긴다. [사진= 대한축구협회]  이 팀에는 K리그 인천 유나이티드에서 활약했던 베트남 응우옌 콩푸엉(24)이 뛰고 있다. 박항서감독이 이끄는 베트남 축구대표팀의 공격수로 활약하고 있는 콩푸엉은 베트남 최초의 유럽 무대 진출 선수다.  이승우는 FC바르셀로나유소년팀 후베닐A에서 뛰다가 지난 2017년 베로나로 이적했다. 지난 시즌에는 이탈리아 세리에 B팀에서 27경기 1골만을 기록한 그는 올 시즌출전 기회를 좀처럼 잡지 못하다 벨기에로의 이적을 선택했다. 1924년 창단된 트라위던은 벨기에 16개 구단 가운데 12위에 자리하고 있다.  이승우는 파울루 벤투 감독이 26일 발표한 9월 A매치 평가전에 나설 26인의 명단에서도 제외됐다.     fineview@newspim.com      ☞ 【단독】 5년 연속 매출 1조 달성한 高실적주 TOP5 大 공개(확인)  ※당장 내일 급등나올종목 공개 ◀지금 바로 신청"
250,7,"2019-08-28","08:56:53","정책적 규제에 中 부동산 업체 경영 전략 변화...움직임 '소심'","중국의 부동산 업계가 정책적 규제를 받기 시작하면서 관련 업체들의 경영 전략에도 큰 지각 변동이 일어나고 있다.   28일 제일재경에 따르면 부동산 업계에 대한 규제가 지속되고 있어 업체들의 경영 전략도 이에 발맞춰 변화하고 있다.   최근 발표된 반기 실적 보고서 중에선 ‘부담’과 ‘도전’과 같은 키워드가 눈에 띄었는데 특히 쑨훙빈(宏斌) 융창중국(01918.HK) 이사회 주석의 경우 “융자 채널까지 규제되며 업계는 전례 없는 강력한 정책적 장벽에 부딪혔다”면서 “하반기 부동산 시장은 더욱 큰 어려움을 겪게 될 것”이라 직언했다.   이에 따라 부동산 업체들의 움직임은 더욱 신중할 수 밖에 없다는 분석이다.   업계 대기업인 벽계원(02007.HK)은 앞으로는 기회를 놓치지 않기 위해 시장을 균형적으로 확보함으로써 리스크를 분산시킬 방침이라 밝혔다.  또한 완커(000002.SZ)는 향후 전략에 대해 ‘속도 조절’이라 일축했으며 융창중국은 확실한 기회가 보이지 않는 이상 하반기엔 토지 구매를중단할 것이라 밝혔다.   출처: 제일재경"
