page,row,date,time,title,body
161,1,"2019-04-02","08:59:49","성동구, 옥수동 공공복합청사 건립공사 착공","-2020년 6월 완공 목표…주민 편의 증대 기대     지난 28일 성동구 옥수동 공공복합청사 공사 착공식모습. [성동구 제공]  [헤럴드경제=최원혁 기자] 서울 성동구(구청장 정원오)는 지난달 28일 옥수동주민센터 부지에서 정원오 성동구청장, 김종곤 구의회의장, 캠코 관계자 등 100여명이 참석한 가운데 ‘성동구 옥수동 공공복합청사 착공식’을 개최했다고 2일 밝혔다.  새롭게 건립될 옥수동 공공복합청사는 지하 2층 지상 5층, 연면적 2683㎡ 규모로 지상 5층에는 독서당, 북카페, 주민사랑방 등 주민을 위한 문화 휴식 공간을 마련했고 지상 4층에는 자치회관, 동대본부, 지상 3층에는 동주민센터가입주할 예정이다.   지상 1층에서 지상 2층에는 주차장이 들어서 이 지역에 주민 불편사항이었던 부족한 주차 공간 해소에 도움을줄 수 있을 것으로 보인다.   이번 청사 건립 사업은 2015년 1월 옥수동 공공복합청사 건립계획을 시작으로 그 해 3월 서울시 투자심사를 통과했고 2015년 7월 한국자산관리공사(캠코)와 공유개발 및 관리 위탁 계약을 체결했다.   이어서 2016년 3월부터 2017년5월까지 총 3회에 걸친 주민설명회를 통해 지역 주민들의 의견을 수렴했다. 2017년 11월에 옥수동 위탁개발 사업계획이 확정돼 지난 3월 28일 착공에 들어가게 됐다.  오는 2020년 6월 옥수동 공공복합청사가 준공되면 주민들이 이용 가능한 주민자치회관, 독서당, 주민사랑방 등을 포함해 행정ㆍ문화ㆍ복지 서비스가 한 건물 내에서 함께 제공됨으로써 지역 주민 편의 증대에 크게 기여할 것으로 예상된다.  정원오 성동구청장은 “본래 옥수동은 조선시대 인재를 길러내기 위한 독서연구 기구였던 ‘동호독서당’ 있었던 곳으로인재가 많이 배출된 곳이다. 이러한 역사적 의미를 살려 독서당 공간도 함께 마련된다”며 “행정, 문화, 복지가 어우러진 공공복합청사를 성공적으로 완공해 주민들의 삶의 질 향상을 위해 힘쓰겠다”고 밝혔다.   choigo@heraldcorp.com          [프리미엄 링크] ◆ [평생무료] ""주식카톡방"" 대박주를 추천받는데 100원도 안낸다~ ◆ 아직도 추천주를 돈내고 받으세요? ◆ <긴급> 세력 매집 포착, 지금 매수하면 200% 투자수익 달성!  10%수익을 40%로 만들어 준다고?? 영웅스탁론이라면 가능~! [영웅스탁론]효과적인 레버리지를 이용하여 수익률을 4배로!!   2019년은 바이오株! 셀트리온 160배 능가할 제2의 셀트리온?!   삼성이 탐내는 바이오기업! 3000%↑실적폭증! 전세계 30조 시장선점! 10년만의 대박기회!!   [오늘의 인기기사] ◆ [국대스탁론]업계 최저금리 2.29%! 100%한종목 투자가능+신용/ 미수 대환가능 ◆ [마감임박] '급등주 문자메시지' 100% 무료로 받아보기! ◆ ‘더 빠질 곳이 없는’ 초저평가 숨은 南北경협 테마株! ◆ 똑똑해진 소비자..한국도 이젠 소형차 시대 ◆ 2020년 한국 TV 2대중 1대 인터넷 연결된다"
161,2,"2019-04-02","08:59:45","[출발]환율 하락..1133.3(-0.4원)","[이데일리 MARKETPOINT] 09:00 현재 환율 하락..1133.3(-0.4원)     ▶ 하이스탁론, 선취수수료 없는 월 0.3%대 최저금리상품 출시     ＜ⓒ종합 경제정보 미디어 이데일리 - 무단전재 & 재배포 금지＞    "
161,3,"2019-04-02","08:59:41","日증시 상승 출발..닛케이 21744.64(+1.10%)","[이데일리 MARKETPOINT] 09:00 현재 日증시 상승 출발..닛케이 21744.64(+1.10%)     ▶ 하이스탁론, 선취수수료 없는 월 0.3%대 최저금리 상품 출시     ＜ⓒ종합 경제정보 미디어 이데일리 - 무단전재 & 재배포 금지＞    "
161,4,"2019-04-02","08:59:41","미국 암학회서 신라젠 ‘펙사벡’ 항암 메커니즘 호평","캘니포니아大 맥도날드 교수팀 유효성 발표 현재 임상 1b상 한국, 미국, 호주에서 진행     [헤럴드경제=함영훈 기자] 신라젠은 캘리포니아대 샌프란시스코(UCSF)의 도날드 맥도날드 교수가 최근 미국 애틀랜타에서 개막한 ‘미국암학회(AACR)’에서 ‘암 살상 백시니아 바이러스의 항암 메커니즘’이라는 주제로 자사의 ‘펙사벡’ 신약 물질의 유효성에 대해 발표했다고 2일 밝혔다.  미국 암학회(3.29~4.6)는 전세계 4만여 연구자 회원 중 매년 2만여명이 참가하는 ‘항암 신약 연구성과의 올림픽’ 같은행사이다.  맥도날드(Donald M. Mcdonald) 교수는 ‘Mechanism of anti-tumor action of oncolytic vaccinia viruses’ 라는 주제발표를 통해 신라젠 펙사벡(JX-594)이 항암작용을 일으키는 세 가지 메커니즘 즉 ▷정맥 투여를 통해 종양 혈관에 1차적으로 감염되는 효과 ▷감염 부위보다 넓게 퍼져 종양세포 살상 효과 ▷면역관문억제제와 병용 통한 시너지 효과)에 대해 발표해 호평을 받았다.  신라젠(대표 문은상)과 리제네론은 이 유효성 데이터에 기반해 2018년부터 절제 불가능 및 전이성 신장암 환자 86명에게 펙사벡과 리브타요를 병용 투여하는 임상 1b상을 한국, 미국, 호주에서 진행하고 있다. 리제네론은 글로벌 제약사 사노피가 1조원을 투자한 유망 중견기업으로 신라젠의 파트너이다.  맥도날드 교수팀은 약물 투여 후 췌장암이 발생한 마우스 모델에 JX-594를 정맥 투여해 시간 변화에 따른 바이러스 감염을 확인했다.  또 JX-594와 면역관문억제제를 병용 투여한 결과 항암바이러스와 PD-1억제제를 함께 투여하자 종양세포 살상 효과가 2배 가량 높아졌으며, JX-594가 퍼지는 부위도 크게 증가했다. 더불어 종양조직 내 면역세포인 CD8양성 T-세포 유입이 크게 증가했다고 신라젠측은 전했다.   맥도날드 교수는 “간 전이를 보였던 신장암 환자에게 약물을 투여후 8개월이 된 시점에서 완전 반응을 관찰했다”며 “5년 반이 지난 시점에서도 환자는 완전 반응을 유지했다”고 설명했다.   abc@heraldcorp.com          [프리미엄 링크] ◆ [평생무료] ""주식카톡방"" 대박주를 추천받는데 100원도 안낸다~ ◆ 아직도 추천주를 돈내고 받으세요? ◆ <긴급> 세력 매집 포착, 지금 매수하면 200% 투자수익 달성!  10%수익을 40% 로 만들어 준다고?? 영웅스탁론이라면 가능~! [영웅스탁론]효과적인 레버리지를 이용하여 수익률을 4배로!!   2019년은 바이오株! 셀트리온 160배 능가할 제2의 셀트리온?!   삼성이 탐내는 바이오기업! 3000%↑실적폭증! 전세계 30조 시장선점! 10년만의대박기회!!   [오늘의 인기기사] ◆ [국대스탁론]업계 최저금리 2.29%! 100%한종목 투자가능+신용/ 미수 대환가능 ◆ [마감임박] '급등주 문자메시지' 100% 무료로 받아보기! ◆ ‘더 빠질 곳이 없는’ 초저평가 숨은 南北경협 테마株! ◆ 똑똑해진 소비자..한국도 이젠 소형차 시대 ◆ 2020년 한국 TV 2대중 1대 인터넷 연결된다"
161,5,"2019-04-02","08:59:37","[표]미국·유럽 주요 증시 동향(4월 1일)","[서울경제 관련뉴스]  [표]아시아주요 증시 동향(4월 1일)  [표]미국·유럽 주요 증시 동향(3월 29일)   ▶▶ [TOP SECRET] 2019년 정부 정책 최대 수혜주 TOP 10 大공개! (바로 확인)  ▶▶ 매수하면 100%수익! 인생역전 가능한 종목! (막차 타실 분 클릭)  ▶▶[급등임박 공개]◀◀ 2019년 상반기 ""정부정책"" 최대 수혜주 TOP 10 긴급공개>>>(바로확인)    [ⓒ 서울경제, 무단 전재 및 재배포 금지]"
161,6,"2019-04-02","08:59:31","[출발]국채선물 하락..109.51 -6틱","[이데일리 MARKETPOINT] 09:00 현재 국채선물 하락..109.51 -6틱     ▶ 하이스탁론, 선취수수료 없는 월 0.3%대 최저금리상품 출시     ＜ⓒ종합 경제정보 미디어 이데일리 - 무단전재 & 재배포 금지＞    "
161,7,"2019-04-02","08:59:31","[출발]지수선물 상승..282.20(+0.75p)","[이데일리 MARKETPOINT] 09:00 현재 지수선물 상승..282.20(+0.75p)     ▶ 하이스탁론, 선취수수료 없는 월 0.3%대 최저금리 상품 출시     ＜ⓒ종합 경제정보 미디어이데일리 - 무단전재 & 재배포 금지＞    "
162,1,"2019-04-02","08:57:15","G마켓·옥션, '소호 스타일 위크' 프로모션 론칭","G마켓과 옥션이 매달 첫째 주마다 '소호 스타일 위크'를 열고, 대표 아이템을 한데 모아 할인가에 선보인다고 2일 밝혔다. 4월 첫 주에는 난닝구, 톰앤래빗, 다바걸 등 인기 소호몰·로드샵의 트렌치코트, 플라워원피스, 점프수트, 슈즈까지 봄맞이 패션 아이템을 키워드별로 엄선해 추천한다.  이밖에 봄 신상 슈즈도특가로 만나볼 수 있다. 리본 장식이 달린 에나멜 소재의 '사뿐 러벨리 리본 플랫슈즈', 데일리로 신기 편한 '모노바비 그리치아 투웨이 니트샌들' 등을 3~4만원대에 만날 수 있다. 이베이코리아 패션실 전환히 과장은 ""완연한 봄을 맞이해 가볍게 스타일링 하기 좋은 소호몰의 인기 아이템을 선별해 선보이게 됐다""며 ""브랜드 의류보다 상대적으로 합리적인 가격으로 개성 있는 다양한 디자인의 제품들을 만나볼 수 있는 좋은 기회가 될 것""이라고 말했다. yjjoe@fnnews.com 조윤주 기자  ▶▶2019년 상반기 ""정부정책"" 최대수혜주 TOP 10 긴급공개(바로확인) ▶▶이번주 로또1등 당첨패턴 비결 밝혀져! →당첨자수 무더기 속출! 당첨금확인  [파이낸셜뉴스 주요뉴스]  → 몸매가 풍만해진 판빙빙, 사진 살펴보니.. → 8살 손녀 5년간 성추행한 할아버지, 할머니는.. → 터질게 터졌나.. ""이언주, 계산 말고 탈당하라"" → 러 女교사들 '노출 셀카' SNS에 올리는 이유 → '8년간 8억8천' 빼돌린 36세 여직원, 전부 어디 썼나보니..  ▶ 이 종목 하나면 억대계좌 달성가능!<3시간만 무료공개>  ▶▶[급등임박 공개]◀◀ 2019년 상반기 ""정부정책""수혜주 TOP 10 긴급공개 >>> (바로확인)  ※저작권자 ⓒ 파이낸셜뉴스. 무단 전재-재배포 금지 "
162,2,"2019-04-02","08:57:11","신한카드, 미니언즈 체크카드 출시","- NBC유니버설과 제휴      [이데일리 유현욱 기자] 신한카드가 글로벌 미디어 엔터테인먼트 기업인 NBC유니버설과 손잡았다.  신한카드는 전 연령층의 인기를 끌고 있는 ‘미니언즈’ 캐릭터를 카드 플레이트 디자인에 적용한 ‘신한카드 딥드림 체크 (미니언즈 한정판)’(이하 미니언즈 체크카드)를 출시했다고 2일 밝혔다.  미니언즈 체크카드는 전월 이용실적에 상관없이 모든 가맹점에서 0.2%를 적립해주고 본인이 가장 많이 사용한 영역에서는 최대 1.0%를 적립해준다.  신한카드 관계자는 “미니언즈 체크카드로 귀여움과 알뜰함을 동시에 뽐낼 수 있다”며 “앞으로 일루미네이션사의 ‘미니언즈’, ‘마이펫의 이중생활’ 등 다양한 캐릭터 제휴카드를 추가로 선보이겠다”고 말했다.     ▶ 하이스탁론, 선취수수료 없는 월 0.3%대 최저금리 상품 출시     ＜ⓒ종합 경제정보 미디어 이데일리 - 무단전재 & 재배포 금지＞    "
162,3,"2019-04-02","08:57:10","[해외시황] 미중 제조업 지표 호전에 상승?유럽↑","@media all and (max-width: 400px) {img{max-width:340;height:auto;}}.dayTBL a:link {font-family: 돋움;font-size: 11px;line-height: 18px;color:#666666;text-decoration: none}.dayTBL a:visited {font-family: 돋움;font-size: 11px;line-height: 18px;color: #666666;text-decoration: none}.dayTBL a:hover {font-family: 돋움;font-size: 11px;line-height: 18px;color: #840000;text-decoration: none}.dayTBL nobr {width:85px; text-overflow:ellipsis; overflow:hidden; cursor:pointer; float:left}.todayBDb {border-bottom: #000000 0.5pt solid}.tblGrp{padding:0; border-spacing:0; border-collapse:collapse; border:0;vertical-align:top;width:279px}.tblGrp td{vertical-align:top}.dayTBL {width:93px; padding:0; border-spacing:0; border-collapse:collapse; vertical-align:top; border:0}.dayTBL td{font-size:12px; font-family:돋움; color:#333333;line-height:18px;padding:0}.divSch1{float:left}.divSch2{float:left}.tdSch{border: #E6E6E6 0.1pt solid;height:75;padding:0}.tdSchToday {border: #000000 1pt solid;height:75;background-color:#fffff0;padding:0}.tdSchTomorrow {border-left:0}.tdSchYesterday {border-right:0}.tdDate{background-color:#c8e7ff;height:10;text-align:center}.ad {text-align:center; font-size:8pt; font-family:돋움;line-height:1.2}.lg {margin-bottom:20px;}.title{font-size:13.4px;color:#203c76;font-weight:bold;margin-bottom:20px;}a,img {border:0; outline:none; selector-dummy:expression(this.hideFocus=true);}body,td,select,input,div,form,textarea,center,option,pre,blockquote {font-size:9pt; line-height:1.6; font-family:돋움;}table{border:0px;}r {display:none;} 제목 : [해외시황] 미중 제조업 지표 호전에 상승?유럽↑  [프라임경제] 뉴욕증시가 미국과 중국의 제조업 지표 개선에 경기 침체 우려가 감소되면서 큰 폭으로 올랐다.     1일(현지 시각) 미국 뉴욕증권거래소(NYSE)에서 다우존스산업평균지수는 전일 대비 329.74p(1.27%) 오른 2만6258.42로 장을 마쳤다. 스탠더드앤드푸어스(SP) 500지수는 32.79p(1.16%) 상승한 2867.19를 기록했다.     기술주 중심의 나스닥종합지수도 99.59p(1.29%) 오른 7828.91에 장을 마감했다. 대형 기술주 그룹인 'FAANG'(페이스북,아마존,애플,넷플릭스,알파벳)도 일제히 올랐다.     경기선행지표인 제조업 PMI(구매관리자지수)가 미중 모두에서 개선됐다.     미국 ISM(공급관리협회)의 제조업 PMI는 2월 54.2에서 지난달 55.3으로 반등했다. 월스트리트저널(WSJ)이 집계한 시장 전망치 54.4를 웃돌았다. PMI가 50을 웃돌면 경기 확장 국면, 밑돌면 경기 위축 국면에 있다는 뜻이다. 경기지표 호조에 미국의 10년물 국채금리는 0.1%p 가까이 뛰며 2.50%까지 올랐다.     중국의 제조업 PMI도 확장세로 돌아섰다. 이날 발표된 중국 3월 차이신 제조업 PMI는 50.8로, 4개월 만에 50을 넘어섰다. 당초시장은 49.6을 예상했다.     중국이 올 1월부터 적용했던 미국산 자동차 및 부품에 대한 추가관세 부과 유예 조치를 4월 이후까지 연장키로 한 것도 미중 무역협상 타결에 대한 기대감을 부추기며 호재로 작용했다.     중국 국무원은 미국산 자동차 및 부품에 대한 추가관세 유예 연장이 미국 측의 중국산 제품에 대한 세율 인상 유예에 대한 대응적 성격으로 양측의 무역협상을 촉진하기 위한 것이라고 설명했다.     미국 측 로버트 라이트하이저 USTR(미 무역대표부) 대표와 스티브 므누신 재무장관, 중국 측 류허 부총리 등 양국 고위급 협상단은 오는 3일부터 워싱턴에서 무역협상을 이어간다. 양국 협상단은 4월 말까지 협상을 타결하는 것을 목표로 삼고 있지만, 실제로는 5∼6월까지 협상이 이어질 가능성도 배제할 수 없다.     이런 가운데 국제유가도 뉴욕증시의 강세로 위험자산인 원유의 투자심리가 크게 개선되면서 큰 오름세를 보였다.     이날 뉴욕상업거래소(NYMEX)에서 5월 인도분 서부텍사스산원유(WTI)는 전 거래일보다 배럴당 2.41%(1.45달러) 상승한 61.59달러에 거래를 마쳤다. 이는 약 5개월만의 최고치다. 런던선물거래소에서 5월물 북해산브렌트유도 배럴당 2.12%(1.43달러) 뛴 69.01달러를 기록했다.     한편, 유럽 주요 증시는 중국 제조업 분야가 4개월 만에 확장세를 보였다는 소식에 힘입어 상승했다.     영국 100 지수는 0.52% 오른 7317.38로 장을 마쳤다. 프랑스 CAC 40지수는 1.03% 상승한 5405.53, 독일 DAX 30지수는 1.35% 뛴 1만1681.99로 거래를 마감했다. 범유럽지수인 STOXX 50지수도 1.00% 오른 3385.38을 기록했다.     이날 발표된 중국의 3월 차이신 제조업 구매관리자 지수(PMI)는 50.8로 4개월 만에 확장구간에 진입하면서 지난해 7월 이후 최고를 기록했다.   해당 기사는 프라임경제(www.newsprime.co.kr)에서 제공한 것이며 저작권은 제공 매체에 있습니다. 기사 내용 관련 문의는 해당 언론사에 하시기 바랍니다.  ◆ 남북경협 이후 급등할종목은?? 최대실적 매집주 大공개 !! ★확인★ ◆ ▶▶2019년정부정책 최대수혜株 Top5 전격 공개 [Click] ◆ 싹쓸이 세력매집! 南北경협 + 바이오! “500% 급등 예정"" ◆ 또 터질 수 밖에 없는! 급등임박 미공개 매집주 ▶▶즉시 확인◀◀ ◆ ※신약 3상 임상 진행 항암제 바이오株 1000% 상한가 예상종목   골드스탁론 금리 대폭 인하, 국내 최저금리 3.1% 상품 출시  신용/미수/주식담보대출 대환 가능, 스탁론!!! 이제 금리만 보면 됩니다.    인포스탁에서 ""국내 유일! 최초!""로 탄생시킨 모바일 주식신문  매일 아침7시, 저녁 6시30분 하루 두번 주식신문을 휴대폰으로 전송!       Copyright ⓒ True&Live 증시뉴스 점유율1위, 인포스탁(www.infostock.co.kr)"
